Tempo,PosicaoX,PosicaoY
9161,-3878652.81,-5552180.08
9162,-3872364.53,-5556571.67
9163,-3866071.28,-5560956.13
9164,-3859773.08,-5565333.46
9165,-3853469.92,-5569703.65
9166,-3847161.82,-5574066.69
9167,-3840848.78,-5578422.59
9168,-3834530.81,-5582771.32
9169,-3828207.93,-5587112.89
9170,-3821880.13,-5591447.30
9171,-3815547.43,-5595774.53
9172,-3809209.84,-5600094.58
9173,-3802867.35,-5604407.44
9174,-3796519.99,-5608713.12
9175,-3790167.76,-5613011.60
9176,-3783810.67,-5617302.88
9177,-3777448.72,-5621586.95
9178,-3771081.92,-5625863.81
9179,-3764710.29,-5630133.45
9180,-3758333.83,-5634395.87
9181,-3751952.54,-5638651.06
9182,-3745566.44,-5642899.01
9183,-3739175.54,-5647139.73
9184,-3732779.84,-5651373.20
9185,-3726379.35,-5655599.42
9186,-3719974.07,-5659818.39
9187,-3713564.03,-5664030.09
9188,-3707149.22,-5668234.53
9189,-3700729.66,-5672431.69
9190,-3694305.35,-5676621.58
9191,-3687876.30,-5680804.19
9192,-3681442.51,-5684979.50
9193,-3675004.01,-5689147.53
9194,-3668560.79,-5693308.25
9195,-3662112.86,-5697461.67
9196,-3655660.23,-5701607.78
9197,-3649202.92,-5705746.58
9198,-3642740.92,-5709878.06
9199,-3636274.25,-5714002.21
9200,-3629802.92,-5718119.03
9201,-3623326.93,-5722228.51
9202,-3616846.29,-5726330.66
9203,-3610361.00,-5730425.45
9204,-3603871.09,-5734512.90
9205,-3597376.56,-5738592.99
9206,-3590877.41,-5742665.72
9207,-3584373.65,-5746731.07
9208,-3577865.29,-5750789.06
9209,-3571352.35,-5754839.67
9210,-3564834.82,-5758882.90
9211,-3558312.72,-5762918.73
9212,-3551786.05,-5766947.18
9213,-3545254.83,-5770968.23
9214,-3538719.06,-5774981.87
9215,-3532178.75,-5778988.10
9216,-3525633.91,-5782986.92
9217,-3519084.54,-5786978.32
9218,-3512530.66,-5790962.30
9219,-3505972.28,-5794938.85
9220,-3499409.39,-5798907.96
9221,-3492842.02,-5802869.64
9222,-3486270.17,-5806823.87
9223,-3479693.84,-5810770.65
9224,-3473113.05,-5814709.98
9225,-3466527.80,-5818641.84
9226,-3459938.11,-5822566.24
9227,-3453343.98,-5826483.18
9228,-3446745.42,-5830392.63
9229,-3440142.43,-5834294.61
9230,-3433535.04,-5838189.11
9231,-3426923.24,-5842076.11
9232,-3420307.04,-5845955.62
9233,-3413686.45,-5849827.63
9234,-3407061.49,-5853692.14
9235,-3400432.15,-5857549.13
9236,-3393798.45,-5861398.61
9237,-3387160.40,-5865240.58
9238,-3380518.01,-5869075.01
9239,-3373871.27,-5872901.92
9240,-3367220.21,-5876721.30
9241,-3360564.83,-5880533.13
9242,-3353905.14,-5884337.42
9243,-3347241.14,-5888134.17
9244,-3340572.85,-5891923.36
9245,-3333900.28,-5895704.99
9246,-3327223.43,-5899479.06
9247,-3320542.31,-5903245.56
9248,-3313856.93,-5907004.48
9249,-3307167.30,-5910755.83
9250,-3300473.42,-5914499.60
9251,-3293775.32,-5918235.78
9252,-3287072.99,-5921964.37
9253,-3280366.44,-5925685.36
9254,-3273655.68,-5929398.75
9255,-3266940.72,-5933104.53
9256,-3260221.58,-5936802.70
9257,-3253498.25,-5940493.26
9258,-3246770.74,-5944176.19
9259,-3240039.07,-5947851.50
9260,-3233303.25,-5951519.18
9261,-3226563.28,-5955179.23
9262,-3219819.16,-5958831.63
9263,-3213070.92,-5962476.40
9264,-3206318.56,-5966113.51
9265,-3199562.08,-5969742.97
9266,-3192801.50,-5973364.77
9267,-3186036.82,-5976978.91
9268,-3179268.06,-5980585.38
9269,-3172495.22,-5984184.18
9270,-3165718.30,-5987775.30
9271,-3158937.33,-5991358.75
9272,-3152152.31,-5994934.50
9273,-3145363.24,-5998502.57
9274,-3138570.13,-6002062.94
9275,-3131773.00,-6005615.61
9276,-3124971.86,-6009160.58
9277,-3118166.70,-6012697.84
9278,-3111357.54,-6016227.39
9279,-3104544.40,-6019749.21
9280,-3097727.27,-6023263.32
9281,-3090906.16,-6026769.70
9282,-3084081.09,-6030268.35
9283,-3077252.07,-6033759.26
9284,-3070419.10,-6037242.44
9285,-3063582.19,-6040717.87
9286,-3056741.35,-6044185.55
9287,-3049896.59,-6047645.48
9288,-3043047.91,-6051097.65
9289,-3036195.33,-6054542.05
9290,-3029338.86,-6057978.69
9291,-3022478.50,-6061407.56
9292,-3015614.27,-6064828.66
9293,-3008746.17,-6068241.97
9294,-3001874.20,-6071647.50
9295,-2994998.39,-6075045.25
9296,-2988118.73,-6078435.20
9297,-2981235.24,-6081817.35
9298,-2974347.93,-6085191.70
9299,-2967456.80,-6088558.24
9300,-2960561.87,-6091916.98
9301,-2953663.14,-6095267.90
9302,-2946760.62,-6098611.00
9303,-2939854.31,-6101946.28
9304,-2932944.24,-6105273.73
9305,-2926030.41,-6108593.35
9306,-2919112.82,-6111905.14
9307,-2912191.49,-6115209.08
9308,-2905266.42,-6118505.18
9309,-2898337.63,-6121793.43
9310,-2891405.11,-6125073.83
9311,-2884468.89,-6128346.37
9312,-2877528.97,-6131611.06
9313,-2870585.36,-6134867.87
9314,-2863638.06,-6138116.82
9315,-2856687.10,-6141357.89
9316,-2849732.47,-6144591.09
9317,-2842774.18,-6147816.40
9318,-2835812.24,-6151033.83
9319,-2828846.67,-6154243.37
9320,-2821877.47,-6157445.01
9321,-2814904.65,-6160638.75
9322,-2807928.22,-6163824.60
9323,-2800948.19,-6167002.53
9324,-2793964.56,-6170172.56
9325,-2786977.36,-6173334.67
9326,-2779986.57,-6176488.86
9327,-2772992.22,-6179635.13
9328,-2765994.32,-6182773.48
9329,-2758992.86,-6185903.89
9330,-2751987.87,-6189026.37
9331,-2744979.34,-6192140.91
9332,-2737967.30,-6195247.50
9333,-2730951.74,-6198346.15
9334,-2723932.68,-6201436.85
9335,-2716910.13,-6204519.60
9336,-2709884.09,-6207594.38
9337,-2702854.58,-6210661.21
9338,-2695821.59,-6213720.07
9339,-2688785.16,-6216770.95
9340,-2681745.27,-6219813.87
9341,-2674701.94,-6222848.80
9342,-2667655.18,-6225875.76
9343,-2660605.00,-6228894.72
9344,-2653551.41,-6231905.70
9345,-2646494.41,-6234908.68
9346,-2639434.02,-6237903.67
9347,-2632370.24,-6240890.66
9348,-2625303.09,-6243869.64
9349,-2618232.57,-6246840.61
9350,-2611158.69,-6249803.57
9351,-2604081.46,-6252758.51
9352,-2597000.89,-6255705.43
9353,-2589916.99,-6258644.33
9354,-2582829.77,-6261575.20
9355,-2575739.23,-6264498.04
9356,-2568645.39,-6267412.84
9357,-2561548.26,-6270319.61
9358,-2554447.84,-6273218.33
9359,-2547344.15,-6276109.00
9360,-2540237.18,-6278991.63
9361,-2533126.96,-6281866.20
9362,-2526013.49,-6284732.71
9363,-2518896.78,-6287591.17
9364,-2511776.84,-6290441.55
9365,-2504653.68,-6293283.87
9366,-2497527.30,-6296118.12
9367,-2490397.72,-6298944.29
9368,-2483264.95,-6301762.39
9369,-2476128.99,-6304572.40
9370,-2468989.86,-6307374.32
9371,-2461847.56,-6310168.15
9372,-2454702.10,-6312953.89
9373,-2447553.49,-6315731.53
9374,-2440401.74,-6318501.07
9375,-2433246.87,-6321262.51
9376,-2426088.87,-6324015.84
9377,-2418927.76,-6326761.06
9378,-2411763.55,-6329498.16
9379,-2404596.24,-6332227.14
9380,-2397425.85,-6334948.01
9381,-2390252.39,-6337660.74
9382,-2383075.86,-6340365.35
9383,-2375896.27,-6343061.83
9384,-2368713.63,-6345750.17
9385,-2361527.96,-6348430.37
9386,-2354339.26,-6351102.42
9387,-2347147.54,-6353766.34
9388,-2339952.81,-6356422.10
9389,-2332755.07,-6359069.71
9390,-2325554.35,-6361709.16
9391,-2318350.64,-6364340.46
9392,-2311143.96,-6366963.59
9393,-2303934.31,-6369578.55
9394,-2296721.71,-6372185.34
9395,-2289506.17,-6374783.97
9396,-2282287.68,-6377374.41
9397,-2275066.27,-6379956.68
9398,-2267841.94,-6382530.76
9399,-2260614.71,-6385096.66
9400,-2253384.57,-6387654.36
9401,-2246151.54,-6390203.88
9402,-2238915.63,-6392745.19
9403,-2231676.85,-6395278.31
9404,-2224435.21,-6397803.23
9405,-2217190.72,-6400319.94
9406,-2209943.38,-6402828.44
9407,-2202693.21,-6405328.73
9408,-2195440.21,-6407820.80
9409,-2188184.39,-6410304.66
9410,-2180925.77,-6412780.29
9411,-2173664.35,-6415247.70
9412,-2166400.15,-6417706.88
9413,-2159133.16,-6420157.83
9414,-2151863.41,-6422600.54
9415,-2144590.90,-6425035.02
9416,-2137315.63,-6427461.25
9417,-2130037.63,-6429879.25
9418,-2122756.89,-6432288.99
9419,-2115473.43,-6434690.49
9420,-2108187.25,-6437083.73
9421,-2100898.38,-6439468.72
9422,-2093606.81,-6441845.44
9423,-2086312.55,-6444213.91
9424,-2079015.62,-6446574.11
9425,-2071716.02,-6448926.04
9426,-2064413.76,-6451269.70
9427,-2057108.85,-6453605.09
9428,-2049801.31,-6455932.20
9429,-2042491.14,-6458251.03
9430,-2035178.35,-6460561.57
9431,-2027862.95,-6462863.83
9432,-2020544.95,-6465157.80
9433,-2013224.35,-6467443.48
9434,-2005901.18,-6469720.87
9435,-1998575.43,-6471989.95
9436,-1991247.11,-6474250.74
9437,-1983916.25,-6476503.22
9438,-1976582.84,-6478747.40
9439,-1969246.89,-6480983.26
9440,-1961908.42,-6483210.82
9441,-1954567.43,-6485430.06
9442,-1947223.94,-6487640.98
9443,-1939877.95,-6489843.58
9444,-1932529.47,-6492037.85
9445,-1925178.51,-6494223.80
9446,-1917825.08,-6496401.43
9447,-1910469.20,-6498570.71
9448,-1903110.86,-6500731.67
9449,-1895750.08,-6502884.29
9450,-1888386.87,-6505028.56
9451,-1881021.24,-6507164.50
9452,-1873653.20,-6509292.09
9453,-1866282.75,-6511411.33
9454,-1858909.91,-6513522.22
9455,-1851534.69,-6515624.75
9456,-1844157.09,-6517718.93
9457,-1836777.12,-6519804.75
9458,-1829394.80,-6521882.21
9459,-1822010.14,-6523951.30
9460,-1814623.13,-6526012.02
9461,-1807233.80,-6528064.38
9462,-1799842.15,-6530108.36
9463,-1792448.20,-6532143.97
9464,-1785051.94,-6534171.20
9465,-1777653.40,-6536190.06
9466,-1770252.57,-6538200.52
9467,-1762849.48,-6540202.61
9468,-1755444.12,-6542196.30
9469,-1748036.51,-6544181.60
9470,-1740626.66,-6546158.52
9471,-1733214.58,-6548127.03
9472,-1725800.28,-6550087.15
9473,-1718383.76,-6552038.87
9474,-1710965.04,-6553982.18
9475,-1703544.12,-6555917.09
9476,-1696121.02,-6557843.59
9477,-1688695.75,-6559761.68
9478,-1681268.30,-6561671.36
9479,-1673838.71,-6563572.62
9480,-1666406.96,-6565465.46
9481,-1658973.08,-6567349.89
9482,-1651537.07,-6569225.89
9483,-1644098.94,-6571093.46
9484,-1636658.71,-6572952.61
9485,-1629216.37,-6574803.33
9486,-1621771.95,-6576645.62
9487,-1614325.44,-6578479.47
9488,-1606876.87,-6580304.88
9489,-1599426.23,-6582121.86
9490,-1591973.54,-6583930.39
9491,-1584518.81,-6585730.48
9492,-1577062.05,-6587522.13
9493,-1569603.27,-6589305.32
9494,-1562142.47,-6591080.07
9495,-1554679.67,-6592846.36
9496,-1547214.88,-6594604.20
9497,-1539748.10,-6596353.58
9498,-1532279.35,-6598094.50
9499,-1524808.63,-6599826.96
9500,-1517335.96,-6601550.95
9501,-1509861.34,-6603266.48
9502,-1502384.78,-6604973.54
9503,-1494906.30,-6606672.12
9504,-1487425.90,-6608362.24
9505,-1479943.59,-6610043.88
9506,-1472459.39,-6611717.04
9507,-1464973.29,-6613381.73
9508,-1457485.32,-6615037.93
9509,-1449995.48,-6616685.65
9510,-1442503.78,-6618324.88
9511,-1435010.23,-6619955.62
9512,-1427514.84,-6621577.88
9513,-1420017.61,-6623191.64
9514,-1412518.57,-6624796.91
9515,-1405017.72,-6626393.68
9516,-1397515.06,-6627981.96
9517,-1390010.61,-6629561.73
9518,-1382504.38,-6631133.01
9519,-1374996.37,-6632695.78
9520,-1367486.61,-6634250.04
9521,-1359975.08,-6635795.79
9522,-1352461.82,-6637333.04
9523,-1344946.82,-6638861.77
9524,-1337430.09,-6640381.99
9525,-1329911.65,-6641893.69
9526,-1322391.51,-6643396.87
9527,-1314869.66,-6644891.54
9528,-1307346.14,-6646377.68
9529,-1299820.93,-6647855.30
9530,-1292294.06,-6649324.39
9531,-1284765.53,-6650784.95
9532,-1277235.35,-6652236.99
9533,-1269703.54,-6653680.50
9534,-1262170.10,-6655115.47
9535,-1254635.03,-6656541.91
9536,-1247098.36,-6657959.81
9537,-1239560.09,-6659369.17
9538,-1232020.23,-6660769.99
9539,-1224478.79,-6662162.27
9540,-1216935.78,-6663546.01
9541,-1209391.21,-6664921.20
9542,-1201845.09,-6666287.84
9543,-1194297.43,-6667645.94
9544,-1186748.23,-6668995.48
9545,-1179197.52,-6670336.47
9546,-1171645.29,-6671668.91
9547,-1164091.56,-6672992.79
9548,-1156536.33,-6674308.11
9549,-1148979.63,-6675614.87
9550,-1141421.45,-6676913.08
9551,-1133861.80,-6678202.72
9552,-1126300.70,-6679483.79
9553,-1118738.16,-6680756.30
9554,-1111174.18,-6682020.24
9555,-1103608.78,-6683275.62
9556,-1096041.96,-6684522.42
9557,-1088473.74,-6685760.65
9558,-1080904.12,-6686990.30
9559,-1073333.11,-6688211.38
9560,-1065760.73,-6689423.89
9561,-1058186.98,-6690627.81
9562,-1050611.88,-6691823.15
9563,-1043035.42,-6693009.92
9564,-1035457.63,-6694188.10
9565,-1027878.51,-6695357.69
9566,-1020298.08,-6696518.70
9567,-1012716.33,-6697671.12
9568,-1005133.29,-6698814.95
9569,-997548.95,-6699950.19
9570,-989963.34,-6701076.84
9571,-982376.46,-6702194.90
9572,-974788.32,-6703304.36
9573,-967198.93,-6704405.22
9574,-959608.29,-6705497.49
9575,-952016.43,-6706581.15
9576,-944423.35,-6707656.22
9577,-936829.05,-6708722.68
9578,-929233.56,-6709780.54
9579,-921636.87,-6710829.80
9580,-914039.00,-6711870.45
9581,-906439.96,-6712902.49
9582,-898839.75,-6713925.93
9583,-891238.40,-6714940.75
9584,-883635.90,-6715946.97
9585,-876032.26,-6716944.57
9586,-868427.51,-6717933.55
9587,-860821.64,-6718913.93
9588,-853214.66,-6719885.68
9589,-845606.59,-6720848.82
9590,-837997.44,-6721803.34
9591,-830387.21,-6722749.24
9592,-822775.92,-6723686.52
9593,-815163.58,-6724615.17
9594,-807550.18,-6725535.20
9595,-799935.75,-6726446.61
9596,-792320.30,-6727349.39
9597,-784703.83,-6728243.55
9598,-777086.35,-6729129.07
9599,-769467.88,-6730005.97
9600,-761848.42,-6730874.24
9601,-754227.98,-6731733.87
9602,-746606.58,-6732584.87
9603,-738984.22,-6733427.24
9604,-731360.91,-6734260.97
9605,-723736.66,-6735086.07
9606,-716111.49,-6735902.53
9607,-708485.40,-6736710.36
9608,-700858.39,-6737509.54
9609,-693230.49,-6738300.08
9610,-685601.70,-6739081.99
9611,-677972.04,-6739855.25
9612,-670341.50,-6740619.86
9613,-662710.10,-6741375.84
9614,-655077.85,-6742123.17
9615,-647444.76,-6742861.85
9616,-639810.85,-6743591.88
9617,-632176.11,-6744313.27
9618,-624540.56,-6745026.01
9619,-616904.21,-6745730.10
9620,-609267.07,-6746425.54
9621,-601629.14,-6747112.33
9622,-593990.45,-6747790.46
9623,-586351.00,-6748459.95
9624,-578710.79,-6749120.77
9625,-571069.84,-6749772.95
9626,-563428.16,-6750416.47
9627,-555785.75,-6751051.33
9628,-548142.63,-6751677.53
9629,-540498.81,-6752295.08
9630,-532854.30,-6752903.96
9631,-525209.10,-6753504.19
9632,-517563.23,-6754095.76
9633,-509916.70,-6754678.66
9634,-502269.51,-6755252.91
9635,-494621.68,-6755818.49
9636,-486973.21,-6756375.41
9637,-479324.12,-6756923.66
9638,-471674.42,-6757463.25
9639,-464024.11,-6757994.17
9640,-456373.20,-6758516.43
9641,-448721.71,-6759030.02
9642,-441069.65,-6759534.95
9643,-433417.02,-6760031.20
9644,-425763.83,-6760518.79
9645,-418110.10,-6760997.70
9646,-410455.83,-6761467.95
9647,-402801.03,-6761929.53
9648,-395145.72,-6762382.43
9649,-387489.90,-6762826.67
9650,-379833.58,-6763262.23
9651,-372176.78,-6763689.12
9652,-364519.50,-6764107.33
9653,-356861.75,-6764516.87
9654,-349203.55,-6764917.74
9655,-341544.90,-6765309.93
9656,-333885.81,-6765693.45
9657,-326226.29,-6766068.29
9658,-318566.35,-6766434.45
9659,-310906.00,-6766791.94
9660,-303245.26,-6767140.75
9661,-295584.12,-6767480.88
9662,-287922.61,-6767812.33
9663,-280260.73,-6768135.11
9664,-272598.49,-6768449.20
9665,-264935.90,-6768754.62
9666,-257272.97,-6769051.36
9667,-249609.71,-6769339.41
9668,-241946.13,-6769618.79
9669,-234282.24,-6769889.48
9670,-226618.05,-6770151.50
9671,-218953.56,-6770404.83
9672,-211288.80,-6770649.48
9673,-203623.77,-6770885.45
9674,-195958.47,-6771112.74
9675,-188292.93,-6771331.34
9676,-180627.14,-6771541.26
9677,-172961.12,-6771742.49
9678,-165294.88,-6771935.05
9679,-157628.43,-6772118.92
9680,-149961.77,-6772294.10
9681,-142294.93,-6772460.60
9682,-134627.90,-6772618.42
9683,-126960.69,-6772767.55
9684,-119293.33,-6772908.00
9685,-111625.81,-6773039.76
9686,-103958.15,-6773162.83
9687,-96290.36,-6773277.22
9688,-88622.44,-6773382.93
9689,-80954.41,-6773479.95
9690,-73286.27,-6773568.28
9691,-65618.04,-6773647.93
9692,-57949.73,-6773718.89
9693,-50281.34,-6773781.17
9694,-42612.89,-6773834.76
9695,-34944.38,-6773879.66
9696,-27275.83,-6773915.88
9697,-19607.24,-6773943.41
9698,-11938.63,-6773962.25
9699,-4270.00,-6773972.41
9700,3398.63,-6773973.88
9701,11067.26,-6773966.67
9702,18735.87,-6773950.77
9703,26404.46,-6773926.18
9704,34073.02,-6773892.91
9705,41741.53,-6773850.95
9706,49409.99,-6773800.30
9707,57078.38,-6773740.97
9708,64746.71,-6773672.95
9709,72414.95,-6773596.25
9710,80083.09,-6773510.86
9711,87751.14,-6773416.78
9712,95419.07,-6773314.02
9713,103086.88,-6773202.58
9714,110754.55,-6773082.44
9715,118422.09,-6772953.63
9716,126089.47,-6772816.12
9717,133756.69,-6772669.94
9718,141423.74,-6772515.07
9719,149090.61,-6772351.51
9720,156757.29,-6772179.27
9721,164423.76,-6771998.34
9722,172090.03,-6771808.74
9723,179756.07,-6771610.44
9724,187421.89,-6771403.47
9725,195087.46,-6771187.81
9726,202752.78,-6770963.47
9727,210417.85,-6770730.45
9728,218082.64,-6770488.74
9729,225747.16,-6770238.36
9730,233411.38,-6769979.29
9731,241075.31,-6769711.54
9732,248738.92,-6769435.11
9733,256402.22,-6769150.00
9734,264065.19,-6768856.21
9735,271727.82,-6768553.74
9736,279390.10,-6768242.59
9737,287052.02,-6767922.76
9738,294713.58,-6767594.25
9739,302374.76,-6767257.06
9740,310035.55,-6766911.20
9741,317695.94,-6766556.66
9742,325355.92,-6766193.44
9743,333015.49,-6765821.55
9744,340674.63,-6765440.98
9745,348333.33,-6765051.74
9746,355991.59,-6764653.82
9747,363649.39,-6764247.23
9748,371306.72,-6763831.96
9749,378963.58,-6763408.02
9750,386619.95,-6762975.41
9751,394275.83,-6762534.12
9752,401931.20,-6762084.17
9753,409586.06,-6761625.54
9754,417240.39,-6761158.24
9755,424894.18,-6760682.27
9756,432547.43,-6760197.64
9757,440200.13,-6759704.33
9758,447852.26,-6759202.36
9759,455503.81,-6758691.72
9760,463154.79,-6758172.41
9761,470805.17,-6757644.44
9762,478454.94,-6757107.80
9763,486104.10,-6756562.50
9764,493752.64,-6756008.53
9765,501400.55,-6755445.90
9766,509047.81,-6754874.61
9767,516694.42,-6754294.66
9768,524340.36,-6753706.04
9769,531985.64,-6753108.77
9770,539630.23,-6752502.83
9771,547274.13,-6751888.24
9772,554917.33,-6751264.99
9773,562559.82,-6750633.08
9774,570201.58,-6749992.52
9775,577842.62,-6749343.30
9776,585482.91,-6748685.42
9777,593122.45,-6748018.90
9778,600761.24,-6747343.72
9779,608399.25,-6746659.88
9780,616036.48,-6745967.40
9781,623672.92,-6745266.27
9782,631308.56,-6744556.48
9783,638943.40,-6743838.05
9784,646577.41,-6743110.97
9785,654210.59,-6742375.25
9786,661842.94,-6741630.88
9787,669474.44,-6740877.86
9788,677105.07,-6740116.20
9789,684734.84,-6739345.90
9790,692363.74,-6738566.96
9791,699991.74,-6737779.37
9792,707618.85,-6736983.15
9793,715245.05,-6736178.29
9794,722870.33,-6735364.78
9795,730494.68,-6734542.65
9796,738118.10,-6733711.87
9797,745740.57,-6732872.47
9798,753362.09,-6732024.43
9799,760982.64,-6731167.75
9800,768602.21,-6730302.45
9801,776220.80,-6729428.52
9802,783838.40,-6728545.95
9803,791454.98,-6727654.76
9804,799070.56,-6726754.95
9805,806685.11,-6725846.50
9806,814298.62,-6724929.43
9807,821911.09,-6724003.74
9808,829522.51,-6723069.43
9809,837132.86,-6722126.50
9810,844742.14,-6721174.94
9811,852350.33,-6720214.77
9812,859957.44,-6719245.98
9813,867563.44,-6718268.58
9814,875168.32,-6717282.56
9815,882772.09,-6716287.93
9816,890374.72,-6715284.68
9817,897976.21,-6714272.83
9818,905576.55,-6713252.36
9819,913175.73,-6712223.29
9820,920773.74,-6711185.61
9821,928370.57,-6710139.33
9822,935966.21,-6709084.44
9823,943560.64,-6708020.94
9824,951153.87,-6706948.85
9825,958745.88,-6705868.16
9826,966336.66,-6704778.86
9827,973926.20,-6703680.97
9828,981514.49,-6702574.49
9829,989101.52,-6701459.41
9830,996687.28,-6700335.73
9831,1004271.77,-6699203.47
9832,1011854.96,-6698062.61
9833,1019436.86,-6696913.17
9834,1027017.46,-6695755.14
9835,1034596.73,-6694588.52
9836,1042174.68,-6693413.32
9837,1049751.29,-6692229.53
9838,1057326.56,-6691037.17
9839,1064900.47,-6689836.22
9840,1072473.02,-6688626.70
9841,1080044.19,-6687408.60
9842,1087613.97,-6686181.93
9843,1095182.36,-6684946.68
9844,1102749.35,-6683702.86
9845,1110314.92,-6682450.47
9846,1117879.07,-6681189.51
9847,1125441.79,-6679919.98
9848,1133003.06,-6678641.89
9849,1140562.88,-6677355.23
9850,1148121.24,-6676060.02
9851,1155678.12,-6674756.24
9852,1163233.53,-6673443.90
9853,1170787.44,-6672123.01
9854,1178339.85,-6670793.56
9855,1185890.75,-6669455.56
9856,1193440.12,-6668109.00
9857,1200987.97,-6666753.90
9858,1208534.28,-6665390.24
9859,1216079.04,-6664018.04
9860,1223622.24,-6662637.30
9861,1231163.87,-6661248.01
9862,1238703.92,-6659850.18
9863,1246242.38,-6658443.81
9864,1253779.25,-6657028.90
9865,1261314.51,-6655605.46
9866,1268848.15,-6654173.48
9867,1276380.16,-6652732.97
9868,1283910.54,-6651283.93
9869,1291439.27,-6649826.36
9870,1298966.34,-6648360.26
9871,1306491.75,-6646885.64
9872,1314015.48,-6645402.49
9873,1321537.53,-6643910.83
9874,1329057.89,-6642410.64
9875,1336576.54,-6640901.94
9876,1344093.47,-6639384.72
9877,1351608.69,-6637858.99
9878,1359122.16,-6636324.75
9879,1366633.90,-6634782.00
9880,1374143.89,-6633230.74
9881,1381652.11,-6631670.97
9882,1389158.56,-6630102.71
9883,1396663.23,-6628525.94
9884,1404166.11,-6626940.67
9885,1411667.18,-6625346.90
9886,1419166.45,-6623744.64
9887,1426663.90,-6622133.88
9888,1434159.52,-6620514.63
9889,1441653.30,-6618886.90
9890,1449145.23,-6617250.67
9891,1456635.30,-6615605.96
9892,1464123.51,-6613952.77
9893,1471609.84,-6612291.10
9894,1479094.28,-6610620.95
9895,1486576.82,-6608942.32
9896,1494057.46,-6607255.22
9897,1501536.18,-6605559.65
9898,1509012.98,-6603855.60
9899,1516487.84,-6602143.09
9900,1523960.76,-6600422.11
9901,1531431.72,-6598692.67
9902,1538900.72,-6596954.77
9903,1546367.75,-6595208.41
9904,1553832.79,-6593453.59
9905,1561295.84,-6591690.32
9906,1568756.89,-6589918.59
9907,1576215.93,-6588138.42
9908,1583672.94,-6586349.79
9909,1591127.93,-6584552.72
9910,1598580.87,-6582747.21
9911,1606031.77,-6580933.26
9912,1613480.61,-6579110.87
9913,1620927.37,-6577280.04
9914,1628372.06,-6575440.78
9915,1635814.66,-6573593.09
9916,1643255.17,-6571736.97
9917,1650693.56,-6569872.42
9918,1658129.84,-6567999.45
9919,1665564.00,-6566118.06
9920,1672996.02,-6564228.24
9921,1680425.89,-6562330.01
9922,1687853.61,-6560423.37
9923,1695279.16,-6558508.31
9924,1702702.54,-6556584.84
9925,1710123.74,-6554652.97
9926,1717542.74,-6552712.69
9927,1724959.54,-6550764.01
9928,1732374.13,-6548806.93
9929,1739786.50,-6546841.45
9930,1747196.64,-6544867.58
9931,1754604.53,-6542885.31
9932,1762010.18,-6540894.66
9933,1769413.57,-6538895.61
9934,1776814.69,-6536888.19
9935,1784213.53,-6534872.38
9936,1791610.08,-6532848.19
9937,1799004.34,-6530815.62
9938,1806396.28,-6528774.69
9939,1813785.92,-6526725.37
9940,1821173.22,-6524667.69
9941,1828558.19,-6522601.65
9942,1835940.82,-6520527.24
9943,1843321.09,-6518444.47
9944,1850699.00,-6516353.34
9945,1858074.54,-6514253.85
9946,1865447.69,-6512146.01
9947,1872818.45,-6510029.83
9948,1880186.81,-6507905.29
9949,1887552.76,-6505772.41
9950,1894916.29,-6503631.19
9951,1902277.39,-6501481.62
9952,1909636.05,-6499323.73
9953,1916992.26,-6497157.49
9954,1924346.01,-6494982.93
9955,1931697.30,-6492800.04
9956,1939046.10,-6490608.82
9957,1946392.43,-6488409.28
9958,1953736.25,-6486201.42
9959,1961077.57,-6483985.24
9960,1968416.38,-6481760.75
9961,1975752.66,-6479527.95
9962,1983086.41,-6477286.84
9963,1990417.62,-6475037.42
9964,1997746.27,-6472779.70
9965,2005072.36,-6470513.68
9966,2012395.88,-6468239.36
9967,2019716.82,-6465956.75
9968,2027035.18,-6463665.85
9969,2034350.93,-6461366.66
9970,2041664.07,-6459059.19
9971,2048974.60,-6456743.43
9972,2056282.49,-6454419.39
9973,2063587.75,-6452087.08
9974,2070890.37,-6449746.49
9975,2078190.33,-6447397.64
9976,2085487.62,-6445040.51
9977,2092782.24,-6442675.13
9978,2100074.18,-6440301.48
9979,2107363.42,-6437919.57
9980,2114649.97,-6435529.41
9981,2121933.80,-6433130.99
9982,2129214.91,-6430724.33
9983,2136493.29,-6428309.42
9984,2143768.93,-6425886.27
9985,2151041.82,-6423454.88
9986,2158311.95,-6421015.25
9987,2165579.31,-6418567.38
9988,2172843.90,-6416111.29
9989,2180105.70,-6413646.97
9990,2187364.71,-6411174.43
9991,2194620.91,-6408693.66
9992,2201874.30,-6406204.68
9993,2209124.86,-6403707.48
9994,2216372.60,-6401202.08
9995,2223617.48,-6398688.46
9996,2230859.52,-6396166.64
9997,2238098.70,-6393636.61
9998,2245335.01,-6391098.39
9999,2252568.44,-6388551.98
10000,2259798.98,-6385997.37
10001,2267026.62,-6383434.57
10002,2274251.35,-6380863.59
10003,2281473.17,-6378284.42
10004,2288692.07,-6375697.08
10005,2295908.03,-6373101.56
10006,2303121.04,-6370497.87
10007,2310331.10,-6367886.01
10008,2317538.20,-6365265.99
10009,2324742.33,-6362637.80
10010,2331943.48,-6360001.46
10011,2339141.63,-6357356.96
10012,2346336.79,-6354704.30
10013,2353528.94,-6352043.50
10014,2360718.07,-6349374.55
10015,2367904.17,-6346697.47
10016,2375087.24,-6344012.24
